id,campaign_id,spend_date,impressions,clicks,conversions,spend_amount,platform
256,5,2024-09-10,11626,237,30,57.39,Mailchimp
257,5,2024-09-11,10780,151,29,59.08,Mailchimp
258,5,2024-09-12,7545,503,13,63.25,Mailchimp
259,5,2024-09-13,6841,586,32,65.34,Mailchimp
260,5,2024-09-14,5029,448,30,69.84,Mailchimp
261,5,2024-09-15,7864,234,29,76.98,Mailchimp
262,5,2024-09-16,9846,346,32,58.17,Mailchimp
263,5,2024-09-17,12969,254,23,54.25,Mailchimp
264,5,2024-09-18,18777,454,14,74.71,Mailchimp
265,5,2024-09-19,16144,302,23,60.25,Mailchimp
266,5,2024-09-20,19744,527,20,58.80,Mailchimp
267,5,2024-09-21,6636,276,7,74.85,Mailchimp
268,5,2024-09-22,18401,104,25,67.22,Mailchimp
269,5,2024-09-23,5305,148,30,57.45,Mailchimp
270,5,2024-09-24,15633,303,10,56.29,Mailchimp
271,5,2024-09-25,16537,372,20,61.58,Mailchimp
272,5,2024-09-26,17630,466,26,66.56,Mailchimp
273,5,2024-09-27,15995,430,33,72.18,Mailchimp
274,5,2024-09-28,14484,278,23,57.78,Mailchimp
275,5,2024-09-29,6016,229,34,55.80,Mailchimp
276,5,2024-09-30,14175,140,35,79.70,Mailchimp
277,5,2024-10-01,16506,596,23,78.73,Mailchimp
278,5,2024-10-02,16137,260,34,61.33,Mailchimp
279,5,2024-10-03,6699,474,22,77.96,Mailchimp
280,5,2024-10-04,5526,395,30,70.51,Mailchimp
281,5,2024-10-05,14046,417,32,73.34,Mailchimp
282,5,2024-10-06,11507,271,20,76.93,Mailchimp
283,5,2024-10-07,16540,154,33,53.99,Mailchimp
284,5,2024-10-08,8389,107,32,67.08,Mailchimp
285,5,2024-10-09,8793,475,16,55.33,Mailchimp
286,5,2024-10-10,15832,150,8,57.22,Mailchimp
287,5,2024-10-11,9517,332,15,77.57,Mailchimp
288,5,2024-10-12,10778,424,9,69.09,Mailchimp
289,5,2024-10-13,12174,140,28,64.82,Mailchimp
290,5,2024-10-14,14827,238,26,76.72,Mailchimp
291,5,2024-10-15,18890,150,31,59.87,Mailchimp
292,5,2024-10-16,14940,258,27,75.38,Mailchimp
293,5,2024-10-17,16759,356,8,72.09,Mailchimp
294,5,2024-10-18,18576,472,5,76.13,Mailchimp
295,5,2024-10-19,8321,430,27,73.60,Mailchimp
296,5,2024-10-20,18440,113,6,66.49,Mailchimp
297,5,2024-10-21,8864,556,19,63.95,Mailchimp
298,5,2024-10-22,13740,547,15,72.71,Mailchimp
299,5,2024-10-23,11538,101,11,65.54,Mailchimp
300,5,2024-10-24,16533,576,14,55.53,Mailchimp
301,5,2024-10-25,10908,392,19,55.43,Mailchimp
302,5,2024-10-26,8776,295,19,59.98,Mailchimp
303,5,2024-10-27,12423,346,20,77.18,Mailchimp
304,5,2024-10-28,9161,397,13,68.81,Mailchimp
305,5,2024-10-29,15033,149,31,53.43,Mailchimp
306,5,2024-10-30,18520,350,34,57.60,Mailchimp
307,5,2024-10-31,16741,263,16,77.97,Mailchimp
308,5,2024-11-01,16386,579,34,74.64,Mailchimp
309,5,2024-11-02,16899,163,12,75.65,Mailchimp
310,5,2024-11-03,5287,161,22,60.63,Mailchimp
311,5,2024-11-04,8235,259,28,55.75,Mailchimp
312,5,2024-11-05,12686,539,9,79.62,Mailchimp
313,5,2024-11-06,6576,553,11,54.88,Mailchimp
314,5,2024-11-07,5182,518,31,57.50,Mailchimp
315,5,2024-11-08,17099,557,20,58.67,Mailchimp
316,5,2024-11-09,14718,104,10,76.98,Mailchimp
317,5,2024-11-10,8196,156,32,74.56,Mailchimp
318,5,2024-11-11,16292,431,22,54.10,Mailchimp
319,5,2024-11-12,7293,120,10,57.37,Mailchimp
320,5,2024-11-13,9401,454,18,69.02,Mailchimp
321,5,2024-11-14,18816,547,20,68.50,Mailchimp
322,5,2024-11-15,16047,471,32,72.90,Mailchimp
323,5,2024-11-16,5645,306,16,59.76,Mailchimp
324,5,2024-11-17,5553,172,8,66.30,Mailchimp
325,5,2024-11-18,5704,483,28,61.93,Mailchimp
326,5,2024-11-19,6205,461,30,57.10,Mailchimp
327,5,2024-11-20,11257,185,17,54.35,Mailchimp
328,5,2024-11-21,15682,579,13,76.61,Mailchimp
329,5,2024-11-22,10158,556,25,72.24,Mailchimp
330,5,2024-11-23,9641,423,12,63.64,Mailchimp
331,5,2024-11-24,6491,211,27,71.15,Mailchimp
332,5,2024-11-25,16378,550,16,72.04,Mailchimp
333,5,2024-11-26,15328,246,17,64.82,Mailchimp
334,5,2024-11-27,18725,503,34,67.07,Mailchimp
335,5,2024-11-28,13270,557,17,69.98,Mailchimp
336,5,2024-11-29,8818,587,28,69.08,Mailchimp
337,5,2024-11-30,10891,296,18,54.64,Mailchimp
338,5,2024-12-01,17822,242,6,71.37,Mailchimp
339,5,2024-12-02,17116,484,19,77.96,Mailchimp
340,5,2024-12-03,7862,307,7,73.51,Mailchimp
341,5,2024-12-04,5997,475,30,68.82,Mailchimp
342,5,2024-12-05,14836,494,16,64.38,Mailchimp
343,5,2024-12-06,12182,101,35,74.36,Mailchimp
344,5,2024-12-07,10459,221,11,53.96,Mailchimp
345,5,2024-12-08,5275,293,19,62.83,Mailchimp
346,5,2024-12-09,17316,255,9,60.40,Mailchimp
347,5,2024-12-10,12227,392,13,78.03,Mailchimp
348,5,2024-12-11,17303,292,16,75.26,Mailchimp
349,5,2024-12-12,11925,171,8,60.70,Mailchimp
350,5,2024-12-13,7155,252,11,79.58,Mailchimp
351,5,2024-12-14,12862,460,16,79.63,Mailchimp
352,5,2024-12-15,16855,457,28,63.62,Mailchimp
353,5,2024-12-16,15916,199,34,59.75,Mailchimp
354,5,2024-12-17,18369,498,9,63.40,Mailchimp
355,5,2024-12-18,11733,421,28,62.07,Mailchimp
356,5,2024-12-19,18172,384,19,74.11,Mailchimp
357,5,2024-12-20,14884,455,31,68.59,Mailchimp
358,5,2024-12-21,5066,438,24,54.01,Mailchimp
359,5,2024-12-22,18325,319,16,58.24,Mailchimp
360,5,2024-12-23,14223,509,8,66.53,Mailchimp
361,5,2024-12-24,8338,599,10,56.45,Mailchimp
362,5,2024-12-25,9862,210,10,67.55,Mailchimp
363,5,2024-12-26,11845,187,20,63.97,Mailchimp
364,5,2024-12-27,7752,516,34,57.59,Mailchimp
365,5,2024-12-28,18959,164,21,63.74,Mailchimp
366,5,2024-12-29,17958,305,33,55.57,Mailchimp
367,5,2024-12-30,5906,537,6,73.35,Mailchimp
368,5,2024-12-31,18571,222,30,65.34,Mailchimp
369,5,2025-01-01,17243,201,10,73.19,Mailchimp
370,5,2025-01-02,9915,533,30,64.93,Mailchimp
371,5,2025-01-03,15841,412,10,54.30,Mailchimp
372,5,2025-01-04,16307,591,11,61.57,Mailchimp
373,5,2025-01-05,14177,366,7,54.44,Mailchimp
374,5,2025-01-06,16484,216,25,70.89,Mailchimp
375,5,2025-01-07,16007,562,11,73.18,Mailchimp
376,5,2025-01-08,11385,166,23,64.03,Mailchimp
377,5,2025-01-09,9026,138,23,72.16,Mailchimp
378,5,2025-01-10,8230,506,27,66.50,Mailchimp
379,5,2025-01-11,7830,551,8,78.28,Mailchimp
380,5,2025-01-12,12626,334,11,67.31,Mailchimp
381,5,2025-01-13,13795,385,29,59.39,Mailchimp
382,5,2025-01-14,16726,255,30,62.29,Mailchimp
383,5,2025-01-15,6022,413,28,75.53,Mailchimp
384,5,2025-01-16,5965,176,7,72.34,Mailchimp
385,5,2025-01-17,17080,361,28,57.82,Mailchimp
386,5,2025-01-18,19976,166,20,65.90,Mailchimp
387,5,2025-01-19,11486,141,34,76.61,Mailchimp
388,5,2025-01-20,15479,415,12,57.79,Mailchimp
389,5,2025-01-21,10256,202,11,73.42,Mailchimp
390,5,2025-01-22,13641,314,24,65.64,Mailchimp
391,5,2025-01-23,16858,202,16,63.50,Mailchimp
392,5,2025-01-24,11948,261,33,63.97,Mailchimp
393,5,2025-01-25,5237,407,7,78.39,Mailchimp
394,5,2025-01-26,7117,262,13,56.32,Mailchimp
395,5,2025-01-27,11433,147,5,66.45,Mailchimp
396,5,2025-01-28,19859,471,14,60.55,Mailchimp
397,5,2025-01-29,7732,250,18,79.44,Mailchimp
398,5,2025-01-30,7552,236,12,73.48,Mailchimp
399,5,2025-01-31,6179,214,11,54.53,Mailchimp
400,5,2025-02-01,14208,318,10,66.60,Mailchimp
401,5,2025-02-02,12858,327,13,56.68,Mailchimp
402,5,2025-02-03,17871,519,6,56.56,Mailchimp
403,5,2025-02-04,12202,193,20,70.88,Mailchimp
404,5,2025-02-05,13503,348,28,68.11,Mailchimp
405,5,2025-02-06,16763,415,14,66.99,Mailchimp
406,5,2025-02-07,8008,527,16,62.57,Mailchimp
407,5,2025-02-08,10684,468,28,72.36,Mailchimp
408,5,2025-02-09,12636,256,7,79.63,Mailchimp
409,5,2025-02-10,9326,486,33,70.56,Mailchimp
410,5,2025-02-11,11604,414,30,72.52,Mailchimp
411,5,2025-02-12,15000,358,32,63.66,Mailchimp
412,5,2025-02-13,7201,358,15,56.68,Mailchimp
413,5,2025-02-14,6090,286,29,61.26,Mailchimp
414,5,2025-02-15,9274,473,17,58.42,Mailchimp
415,5,2025-02-16,11972,346,21,79.83,Mailchimp
416,5,2025-02-17,14287,285,11,76.13,Mailchimp
417,5,2025-02-18,11621,397,19,54.21,Mailchimp
418,5,2025-02-19,16047,371,33,60.65,Mailchimp
419,5,2025-02-20,5877,124,23,76.11,Mailchimp
420,5,2025-02-21,14791,176,15,70.17,Mailchimp
421,5,2025-02-22,11418,281,21,77.93,Mailchimp
422,5,2025-02-23,16913,157,23,56.51,Mailchimp
423,5,2025-02-24,13873,284,28,61.05,Mailchimp
424,5,2025-02-25,10970,304,27,77.58,Mailchimp
425,5,2025-02-26,11560,206,13,56.23,Mailchimp
426,5,2025-02-27,5436,350,19,66.64,Mailchimp
427,5,2025-02-28,12392,441,18,62.76,Mailchimp
428,5,2025-03-01,15761,114,22,69.95,Mailchimp
429,5,2025-03-02,12417,584,23,54.36,Mailchimp
430,5,2025-03-03,11899,178,24,78.29,Mailchimp
431,5,2025-03-04,14347,461,31,64.45,Mailchimp
432,5,2025-03-05,6920,299,27,58.28,Mailchimp
433,5,2025-03-06,8420,484,20,67.85,Mailchimp
434,5,2025-03-07,19832,248,35,61.10,Mailchimp
435,5,2025-03-08,9699,206,18,55.34,Mailchimp
436,5,2025-03-09,8948,339,33,76.56,Mailchimp
437,5,2025-03-10,10352,237,22,70.35,Mailchimp
438,5,2025-03-11,18953,247,28,61.46,Mailchimp
439,5,2025-03-12,6179,377,28,56.49,Mailchimp
440,5,2025-03-13,17320,194,16,67.28,Mailchimp
441,5,2025-03-14,7021,151,30,63.57,Mailchimp
442,5,2025-03-15,12726,396,30,75.73,Mailchimp
443,5,2025-03-16,15395,554,31,66.66,Mailchimp
444,5,2025-03-17,6088,342,6,78.92,Mailchimp
445,5,2025-03-18,7157,333,20,72.82,Mailchimp
446,5,2025-03-19,9959,323,33,60.08,Mailchimp
447,5,2025-03-20,6444,323,32,64.49,Mailchimp
448,5,2025-03-21,8091,400,17,74.05,Mailchimp
449,5,2025-03-22,6101,575,32,69.24,Mailchimp
450,5,2025-03-23,17020,570,12,60.38,Mailchimp
451,5,2025-03-24,16258,330,27,53.71,Mailchimp
452,5,2025-03-25,19051,404,18,53.72,Mailchimp
453,5,2025-03-26,8388,326,14,62.23,Mailchimp
454,5,2025-03-27,18198,357,8,66.72,Mailchimp
455,5,2025-03-28,5982,518,31,61.97,Mailchimp
456,5,2025-03-29,6868,228,30,58.03,Mailchimp
457,5,2025-03-30,16202,360,20,63.69,Mailchimp
458,5,2025-03-31,11362,542,9,76.94,Mailchimp
459,5,2025-04-01,8990,269,10,62.56,Mailchimp
460,5,2025-04-02,13972,228,25,68.62,Mailchimp
461,5,2025-04-03,17266,168,8,74.61,Mailchimp
462,5,2025-04-04,6222,341,29,61.60,Mailchimp
463,5,2025-04-05,16119,298,25,60.95,Mailchimp
464,5,2025-04-06,17414,209,17,69.71,Mailchimp
465,5,2025-04-07,14803,482,15,64.97,Mailchimp
466,5,2025-04-08,5193,414,6,66.93,Mailchimp
467,5,2025-04-09,14099,561,28,79.23,Mailchimp
468,5,2025-04-10,18800,469,7,66.45,Mailchimp
469,5,2025-04-11,8582,110,19,58.69,Mailchimp
470,5,2025-04-12,10830,350,27,76.54,Mailchimp
471,5,2025-04-13,16381,177,9,75.55,Mailchimp
472,5,2025-04-14,15084,401,12,54.69,Mailchimp
473,5,2025-04-15,15675,464,19,53.43,Mailchimp
474,5,2025-04-16,10113,161,6,56.13,Mailchimp
475,5,2025-04-17,18897,127,29,67.71,Mailchimp
476,5,2025-04-18,9214,295,12,79.77,Mailchimp
477,5,2025-04-19,8639,329,14,71.41,Mailchimp
478,5,2025-04-20,14798,191,17,64.83,Mailchimp
479,5,2025-04-21,5582,121,11,54.62,Mailchimp
480,5,2025-04-22,9583,294,24,62.14,Mailchimp
481,5,2025-04-23,14442,500,28,53.56,Mailchimp
482,5,2025-04-24,17471,351,29,66.91,Mailchimp
